datetime,location,trans,species,size,habitat,s_class
2020-11-01T00:00:00Z,Vegetated,Deep,dset,7,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,7,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,7,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,7,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,6,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,5,free,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,5.5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,5.5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,hcra,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,hcra,4.5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,5.5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,5.5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,5.5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,5.5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,6,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,hcra,4.5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,5.5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,5.5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,6,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,4.5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,4.5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,4.5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,5.5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,6,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,7,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,6.5,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,6.5,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,6.5,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,6.5,free,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,6,free,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,5,free,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,4,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,5.5,free,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,5.5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,5.5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,6,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,7,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,7,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,6,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,6,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,4.5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,4.5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,4.5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,4.5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,7,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,7,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,5.5,free,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,6.5,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,6.5,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,6.5,free,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,6.5,free,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,6,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dsav,8,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,8,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,7,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,6,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,6,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,hcra,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,3,free,small
2020-11-01T00:00:00Z,Vegetated,Deep,dset,6,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,hcra,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,6.5,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,6,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,6,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,7,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,4.5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Deep,dset,6.5,crevice,large
2020-11-01T00:00:00Z,Vegetated,Deep,dset,6.5,crevice,large
2020-11-01T00:00:00Z,Vegetated,Shallow,dset,2.5,burrow,small
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,5.5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,6,crevice,large
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,3,crevice,small
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,1,burrow,small
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,3,crevice,small
2020-11-01T00:00:00Z,Vegetated,Shallow,dset,2,crevice,small
2020-11-01T00:00:00Z,Vegetated,Shallow,dset,2,crevice,small
2020-11-01T00:00:00Z,Vegetated,Shallow,dset,2,crevice,small
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,6,crevice,large
2020-11-01T00:00:00Z,Vegetated,Shallow,dset,2,crevice,small
2020-11-01T00:00:00Z,Vegetated,Shallow,dset,2,crevice,small
2020-11-01T00:00:00Z,Vegetated,Shallow,dset,2,crevice,small
2020-11-01T00:00:00Z,Vegetated,Shallow,dset,2,crevice,small
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Shallow,dset,4.5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Shallow,dset,2,crevice,small
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,4,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Shallow,dset,2,crevice,small
2020-11-01T00:00:00Z,Vegetated,Shallow,dset,2,crevice,small
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,2,crevice,small
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,3,crevice,small
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,4,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,4,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Shallow,dsav,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,2,burrow,small
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,3,burrow,small
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,3,burrow,small
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,5,burrow,medium
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,5,burrow,medium
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,1,crevice,small
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,3,crevice,small
2020-11-01T00:00:00Z,Vegetated,Shallow,dset,1.5,crevice,small
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,5.5,burrow,medium
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,6,burrow,large
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,3,crevice,small
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,6,crevice,large
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,6,crevice,large
2020-11-01T00:00:00Z,Vegetated,Shallow,hcra,2,crevice,small
2020-11-01T00:00:00Z,Vegetated,Shallow,dsav,6,crevice,large
2020-11-01T00:00:00Z,Isoyake,Deep,hcra,2,crevice,small
2020-11-01T00:00:00Z,Isoyake,Deep,dset,8,crevice,large
2020-11-01T00:00:00Z,Isoyake,Deep,dset,5,free,medium
2020-11-01T00:00:00Z,Isoyake,Deep,dset,5,free,medium
2020-11-01T00:00:00Z,Isoyake,Deep,dset,5,free,medium
2020-11-01T00:00:00Z,Isoyake,Deep,dset,5,free,medium
2020-11-01T00:00:00Z,Isoyake,Deep,dset,5,free,medium
2020-11-01T00:00:00Z,Isoyake,Deep,dset,7,free,large
2020-11-01T00:00:00Z,Isoyake,Deep,dset,7,free,large
2020-11-01T00:00:00Z,Isoyake,Deep,dset,7,free,large
2020-11-01T00:00:00Z,Isoyake,Deep,dset,5,free,medium
2020-11-01T00:00:00Z,Isoyake,Deep,dset,5,free,medium
2020-11-01T00:00:00Z,Isoyake,Deep,dset,5,free,medium
2020-11-01T00:00:00Z,Isoyake,Deep,dset,6,free,large
2020-11-01T00:00:00Z,Isoyake,Deep,dset,6,free,large
2020-11-01T00:00:00Z,Isoyake,Deep,dset,7,free,large
2020-11-01T00:00:00Z,Isoyake,Deep,dset,7,free,large
2020-11-01T00:00:00Z,Isoyake,Deep,dset,5,free,medium
2020-11-01T00:00:00Z,Isoyake,Deep,dset,5,free,medium
2020-11-01T00:00:00Z,Isoyake,Deep,dset,7,free,large
2020-11-01T00:00:00Z,Isoyake,Deep,dset,5,free,medium
2020-11-01T00:00:00Z,Isoyake,Deep,dset,2,crevice,small
2020-11-01T00:00:00Z,Isoyake,Shallow,hcra,4.5,crevice,medium
2020-11-01T00:00:00Z,Isoyake,Shallow,dset,2,crevice,small
2020-11-01T00:00:00Z,Isoyake,Shallow,hcra,4.5,crevice,medium
2020-11-01T00:00:00Z,Isoyake,Shallow,hcra,5,crevice,medium
2020-11-01T00:00:00Z,Isoyake,Shallow,hcra,4.5,crevice,medium
2020-11-01T00:00:00Z,Isoyake,Shallow,hcra,4.5,crevice,medium
2020-11-01T00:00:00Z,Isoyake,Shallow,hcra,5,crevice,medium
2020-11-01T00:00:00Z,Isoyake,Shallow,hcra,5,crevice,medium
2020-11-01T00:00:00Z,Isoyake,Shallow,dset,4.5,crevice,medium
2020-11-01T00:00:00Z,Isoyake,Shallow,hcra,5,crevice,medium
2020-11-01T00:00:00Z,Isoyake,Shallow,dset,2,crevice,small
2020-11-01T00:00:00Z,Isoyake,Shallow,dset,2,crevice,small
2020-11-01T00:00:00Z,Isoyake,Shallow,dset,2.5,crevice,small
2020-11-01T00:00:00Z,Isoyake,Shallow,dset,5.5,crevice,medium
2020-11-01T00:00:00Z,Isoyake,Shallow,dset,3,burrow,small
2020-11-01T00:00:00Z,Isoyake,Shallow,dset,3,burrow,small
2020-11-01T00:00:00Z,Isoyake,Shallow,hcra,5,crevice,medium
2020-11-01T00:00:00Z,Isoyake,Shallow,hcra,4.5,crevice,medium
2020-11-01T00:00:00Z,Isoyake,Shallow,hcra,4.5,crevice,medium
2020-11-01T00:00:00Z,Isoyake,Shallow,dset,5,free,medium
2020-11-01T00:00:00Z,Isoyake,Shallow,dset,5,free,medium
2020-11-01T00:00:00Z,Isoyake,Shallow,dset,6,free,large
2020-11-01T00:00:00Z,Isoyake,Shallow,dset,7,free,large
2020-11-01T00:00:00Z,Isoyake,Shallow,dset,5,free,medium
2020-11-01T00:00:00Z,Isoyake,Shallow,dset,6.5,free,large
2020-11-01T00:00:00Z,Isoyake,Shallow,dset,6.5,free,large
2020-11-01T00:00:00Z,Isoyake,Shallow,dset,3,free,small
2020-11-01T00:00:00Z,Isoyake,Shallow,hcra,5,crevice,medium
2020-11-01T00:00:00Z,Isoyake,Shallow,dsav,4.5,free,medium
2020-11-01T00:00:00Z,Isoyake,Shallow,dset,5.5,free,medium
2020-11-01T00:00:00Z,Isoyake,Shallow,dset,5.5,free,medium
2020-11-01T00:00:00Z,Isoyake,Shallow,dset,6,free,large
2020-11-01T00:00:00Z,Isoyake,Shallow,dset,4.5,free,medium
2020-11-01T00:00:00Z,Isoyake,Shallow,hcra,4.5,crevice,medium
2020-11-01T00:00:00Z,Isoyake,Shallow,hcra,5,crevice,medium
2020-11-01T00:00:00Z,Isoyake,Shallow,hcra,5.5,crevice,medium
2020-11-01T00:00:00Z,Isoyake,Shallow,dset,6,free,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,7,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,6,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,6,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,3,crevice,small
2020-12-01T00:00:00Z,Vegetated,Deep,dset,5.5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Deep,dset,6,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,8,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Deep,dset,4,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Deep,dset,7,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Deep,dset,7,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,hcra,6,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Deep,dset,8,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,8,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,8,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,4,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Deep,dset,7,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,7,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Deep,dset,6,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,6,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,6,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,6,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,6,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,6,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,6,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,8,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,7,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,7,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Deep,dset,7,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,7,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,7,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,7,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,7,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,7,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,7,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,7,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,7,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Deep,dset,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Deep,dset,3,crevice,small
2020-12-01T00:00:00Z,Vegetated,Deep,dset,6,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,6,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,6,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,8,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,8,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,hcra,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Deep,dset,6,crevice,large
2020-12-01T00:00:00Z,Vegetated,Deep,dset,7,crevice,large
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,6,crevice,large
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,6,crevice,large
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,4,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,dset,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,dset,2,crevice,small
2020-12-01T00:00:00Z,Vegetated,Shallow,dset,2,crevice,small
2020-12-01T00:00:00Z,Vegetated,Shallow,dset,7,crevice,large
2020-12-01T00:00:00Z,Vegetated,Shallow,dsav,6,crevice,large
2020-12-01T00:00:00Z,Vegetated,Shallow,dset,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,6,crevice,large
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,dset,4,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,dsav,8,crevice,large
2020-12-01T00:00:00Z,Vegetated,Shallow,dsav,6,crevice,large
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,6,crevice,large
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,4,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,4,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,4,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,2,crevice,small
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,2,crevice,small
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,2,crevice,small
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,3,crevice,small
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,4,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,4,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,4.5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,dset,2,crevice,small
2020-12-01T00:00:00Z,Vegetated,Shallow,dset,3,crevice,small
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,4.5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,4,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,4,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,4.5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,6,crevice,large
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,3,crevice,small
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,4,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,6,crevice,large
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,4,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,3,crevice,small
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,5.5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,5,burrow,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,5,burrow,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,6.5,burrow,large
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,6,burrow,large
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,4,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,3,crevice,small
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,3,crevice,small
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,6,crevice,large
2020-12-01T00:00:00Z,Vegetated,Shallow,dsav,6.5,crevice,large
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-12-01T00:00:00Z,Vegetated,Shallow,tpil,10,free,large
2020-12-01T00:00:00Z,Vegetated,Shallow,hcra,5,crevice,medium
2020-12-01T00:00:00Z,Isoyake,Shallow,hcra,5,burrow,medium
2020-12-01T00:00:00Z,Isoyake,Shallow,hcra,4,burrow,medium
2020-12-01T00:00:00Z,Isoyake,Shallow,dset,2,free,small
2020-12-01T00:00:00Z,Isoyake,Shallow,dset,2,burrow,small
2020-12-01T00:00:00Z,Isoyake,Shallow,hcra,4,burrow,medium
2020-12-01T00:00:00Z,Isoyake,Shallow,hcra,6,burrow,large
2020-12-01T00:00:00Z,Isoyake,Shallow,hcra,6,burrow,large
2020-12-01T00:00:00Z,Isoyake,Shallow,hcra,4,free,medium
2020-12-01T00:00:00Z,Isoyake,Shallow,hcra,4,free,medium
2020-12-01T00:00:00Z,Isoyake,Shallow,hcra,4,free,medium
2020-12-01T00:00:00Z,Isoyake,Shallow,dset,5,free,medium
2020-12-01T00:00:00Z,Isoyake,Shallow,dset,5,free,medium
2020-12-01T00:00:00Z,Isoyake,Shallow,dset,7,free,large
2020-12-01T00:00:00Z,Isoyake,Shallow,dset,7,free,large
2020-12-01T00:00:00Z,Isoyake,Shallow,dset,3,free,small
2020-12-01T00:00:00Z,Isoyake,Shallow,dset,4,crevice,medium
2020-12-01T00:00:00Z,Isoyake,Shallow,dset,2,burrow,small
2020-12-01T00:00:00Z,Isoyake,Shallow,dset,6,crevice,large
2020-12-01T00:00:00Z,Isoyake,Shallow,hcra,5,crevice,medium
2020-12-01T00:00:00Z,Isoyake,Shallow,hcra,5,crevice,medium
2020-12-01T00:00:00Z,Isoyake,Shallow,dset,6,crevice,large
2020-12-01T00:00:00Z,Isoyake,Shallow,hcra,5,free,medium
2020-12-01T00:00:00Z,Isoyake,Shallow,hcra,5,free,medium
2020-12-01T00:00:00Z,Isoyake,Shallow,hcra,5,free,medium
2020-12-01T00:00:00Z,Isoyake,Shallow,dset,4,free,medium
2020-12-01T00:00:00Z,Isoyake,Shallow,hcra,4,crevice,medium
2020-12-01T00:00:00Z,Isoyake,Shallow,dset,5,crevice,medium
2020-12-01T00:00:00Z,Isoyake,Shallow,dset,5,crevice,medium
2020-12-01T00:00:00Z,Isoyake,Shallow,hcra,4,free,medium
2020-12-01T00:00:00Z,Isoyake,Deep,dset,7,free,large
2020-12-01T00:00:00Z,Isoyake,Deep,dset,7,free,large
2020-12-01T00:00:00Z,Isoyake,Deep,dset,5,free,medium
2020-12-01T00:00:00Z,Isoyake,Deep,dset,5,free,medium
2020-12-01T00:00:00Z,Isoyake,Deep,dset,6.5,crevice,large
2020-12-01T00:00:00Z,Isoyake,Deep,hcra,5,crevice,medium
2020-12-01T00:00:00Z,Isoyake,Deep,dset,5,free,medium
2020-12-01T00:00:00Z,Isoyake,Deep,dset,5,free,medium
2020-12-01T00:00:00Z,Isoyake,Deep,dset,5,free,medium
2020-12-01T00:00:00Z,Isoyake,Deep,dset,6,free,large
2020-12-01T00:00:00Z,Isoyake,Deep,dset,5.5,free,medium
2020-12-01T00:00:00Z,Isoyake,Deep,dset,6,free,large
2020-12-01T00:00:00Z,Isoyake,Deep,dset,6,free,large
2020-12-01T00:00:00Z,Isoyake,Deep,dset,5,free,medium
2020-12-01T00:00:00Z,Isoyake,Deep,dset,5,free,medium
2020-12-01T00:00:00Z,Isoyake,Deep,dset,5,free,medium
2020-12-01T00:00:00Z,Isoyake,Deep,dset,6.5,free,large
2020-12-01T00:00:00Z,Isoyake,Deep,dset,7,free,large
2020-12-01T00:00:00Z,Isoyake,Deep,dset,6.5,free,large
2020-12-01T00:00:00Z,Isoyake,Deep,hcra,5.5,crevice,medium
2020-12-01T00:00:00Z,Isoyake,Deep,dset,5.5,free,medium
2020-12-01T00:00:00Z,Isoyake,Deep,dset,5.5,free,medium
